,produto,categoria,Ano,quantidade_L
2260,Branco,VINHO FINO DE MESA (VINÍFERA),2018,18297257
2261,Rosado,VINHO FINO DE MESA (VINÍFERA),2018,1291709
2262,Suco de uva integral,SUCO,2018,34367996
2263,Suco de uva concentrado,SUCO,2018,31099910
2264,Suco de uva adoçado,SUCO,2018,0
2265,Suco de uva orgânico,SUCO,2018,0
2266,Suco de uva reconstituído,SUCO,2018,0
2267,Espumante,DERIVADOS,2018,68500
2268,Espumante moscatel,DERIVADOS,2018,326200
2269,Base espumante,DERIVADOS,2018,0
2270,Base espumante moscatel,DERIVADOS,2018,1320650
2271,Base Champenoise champanha,DERIVADOS,2018,228518
2272,Base Charmat champanha,DERIVADOS,2018,1746540
2273,Bebida de uva,DERIVADOS,2018,0
2274,Polpa de uva,DERIVADOS,2018,2112683
2275,Mosto simples,DERIVADOS,2018,88910980
2276,Mosto concentrado,DERIVADOS,2018,0
2277,Mosto de uva com bagaço,DERIVADOS,2018,0
2278,Mosto dessulfitado,DERIVADOS,2018,0
2279,Mistelas,DERIVADOS,2018,2000
2280,Néctar de uva,DERIVADOS,2018,0
2281,Licorosos,DERIVADOS,2018,0
2282,Compostos,DERIVADOS,2018,0
2283,Jeropiga,DERIVADOS,2018,0
2284,Filtrado,DERIVADOS,2018,0
2285,Frisante,DERIVADOS,2018,0
2286,Vinho leve,DERIVADOS,2018,8000
2287,Vinho licoroso,DERIVADOS,2018,124303
2288,Brandy,DERIVADOS,2018,0
2289,Destilado,DERIVADOS,2018,680
2290,Bagaceira,DERIVADOS,2018,2100
2291,Licor de bagaceira,DERIVADOS,2018,0
2292,Vinagre,DERIVADOS,2018,25367
2293,Borra líquida,DERIVADOS,2018,255100
2294,Borra seca,DERIVADOS,2018,70480
2295,Vinho Composto,DERIVADOS,2018,0
2296,Pisco,DERIVADOS,2018,0
2297,Vinho orgânico,DERIVADOS,2018,0
2298,Espumante orgânico,DERIVADOS,2018,0
2299,Destilado alcoólico simples de bagaceira ,DERIVADOS,2018,0
2300,Vinho acidificado ,DERIVADOS,2018,0
2301,Mosto parcialmente fermentado ,DERIVADOS,2018,0
2302,Outros derivados,DERIVADOS,2018,0
2303,Tinto,VINHO DE MESA,2019,121045115
2304,Branco,VINHO DE MESA,2019,22032828
2305,Rosado,VINHO DE MESA,2019,1551794
2306,Tinto,VINHO FINO DE MESA (VINÍFERA),2019,17389377
2307,Branco,VINHO FINO DE MESA (VINÍFERA),2019,18193055
2308,Rosado,VINHO FINO DE MESA (VINÍFERA),2019,2032990
2309,Suco de uva integral,SUCO,2019,50239767
2310,Suco de uva concentrado,SUCO,2019,26861009
2311,Suco de uva adoçado,SUCO,2019,120320
2312,Suco de uva orgânico,SUCO,2019,0
2313,Suco de uva reconstituído,SUCO,2019,584256
2314,Espumante,DERIVADOS,2019,52176
2315,Espumante moscatel,DERIVADOS,2019,515800
2316,Base espumante,DERIVADOS,2019,0
2317,Base espumante moscatel,DERIVADOS,2019,1962443
2318,Base Champenoise champanha,DERIVADOS,2019,274903
2319,Base Charmat champanha,DERIVADOS,2019,1188095
2320,Bebida de uva,DERIVADOS,2019,0
2321,Polpa de uva,DERIVADOS,2019,1480269
2322,Mosto simples,DERIVADOS,2019,135614344
2323,Mosto concentrado,DERIVADOS,2019,0
2324,Mosto de uva com bagaço,DERIVADOS,2019,645816
2325,Mosto dessulfitado,DERIVADOS,2019,1000
2326,Mistelas,DERIVADOS,2019,3000
2327,Néctar de uva,DERIVADOS,2019,32519
2328,Licorosos,DERIVADOS,2019,0
2329,Compostos,DERIVADOS,2019,0
2330,Jeropiga,DERIVADOS,2019,0
2331,Filtrado,DERIVADOS,2019,0
2332,Frisante,DERIVADOS,2019,0
2333,Vinho leve,DERIVADOS,2019,0
2334,Vinho licoroso,DERIVADOS,2019,99485
2335,Brandy,DERIVADOS,2019,0
2336,Destilado,DERIVADOS,2019,0
2337,Bagaceira,DERIVADOS,2019,10495
2338,Licor de bagaceira,DERIVADOS,2019,1507
2339,Vinagre,DERIVADOS,2019,76096
2340,Borra líquida,DERIVADOS,2019,901431
2341,Borra seca,DERIVADOS,2019,25996
2342,Vinho Composto,DERIVADOS,2019,0
2343,Pisco,DERIVADOS,2019,3372
2344,Vinho orgânico,DERIVADOS,2019,0
2345,Espumante orgânico,DERIVADOS,2019,0
2346,Destilado alcoólico simples de bagaceira ,DERIVADOS,2019,0
2347,Vinho acidificado ,DERIVADOS,2019,0
2348,Mosto parcialmente fermentado ,DERIVADOS,2019,0
2349,Outros derivados,DERIVADOS,2019,0
2350,Tinto,VINHO DE MESA,2020,103916391
2351,Branco,VINHO DE MESA,2020,19568734
2352,Rosado,VINHO DE MESA,2020,715289
2353,Tinto,VINHO FINO DE MESA (VINÍFERA),2020,15451883
2354,Branco,VINHO FINO DE MESA (VINÍFERA),2020,15487915
2355,Rosado,VINHO FINO DE MESA (VINÍFERA),2020,1576888
2356,Suco de uva integral,SUCO,2020,40718523
2357,Suco de uva concentrado,SUCO,2020,27963865
2358,Suco de uva adoçado,SUCO,2020,107289
2359,Suco de uva orgânico,SUCO,2020,471610
2360,Suco de uva reconstituído,SUCO,2020,0
2361,Espumante,DERIVADOS,2020,32399
2362,Espumante moscatel,DERIVADOS,2020,689139
2363,Base espumante,DERIVADOS,2020,0
2364,Base espumante moscatel,DERIVADOS,2020,3006705
2365,Base Champenoise champanha,DERIVADOS,2020,200777
2366,Base Charmat champanha,DERIVADOS,2020,2487939
2367,Bebida de uva,DERIVADOS,2020,0
2368,Polpa de uva,DERIVADOS,2020,1803472
2369,Mosto simples,DERIVADOS,2020,80355474
2370,Mosto concentrado,DERIVADOS,2020,0
2371,Mosto de uva com bagaço,DERIVADOS,2020,3078256
2372,Mosto dessulfitado,DERIVADOS,2020,5000
2373,Mistelas,DERIVADOS,2020,0
2374,Néctar de uva,DERIVADOS,2020,46000
2375,Licorosos,DERIVADOS,2020,0
2376,Compostos,DERIVADOS,2020,0
2377,Jeropiga,DERIVADOS,2020,2000
2378,Filtrado,DERIVADOS,2020,0
2379,Frisante,DERIVADOS,2020,0
2380,Vinho leve,DERIVADOS,2020,0
2381,Vinho licoroso,DERIVADOS,2020,48678
2382,Brandy,DERIVADOS,2020,0
2383,Destilado,DERIVADOS,2020,0
2384,Bagaceira,DERIVADOS,2020,0
2385,Licor de bagaceira,DERIVADOS,2020,5800
2386,Vinagre,DERIVADOS,2020,10000
2387,Borra líquida,DERIVADOS,2020,509378
2388,Borra seca,DERIVADOS,2020,167587
2389,Vinho Composto,DERIVADOS,2020,0
2390,Pisco,DERIVADOS,2020,1000
2391,Vinho orgânico,DERIVADOS,2020,18700
2392,Espumante orgânico,DERIVADOS,2020,0
2393,Destilado alcoólico simples de bagaceira ,DERIVADOS,2020,500
2394,Vinho acidificado ,DERIVADOS,2020,65000
2395,Mosto parcialmente fermentado ,DERIVADOS,2020,0
2396,Outros derivados,DERIVADOS,2020,0
2397,Tinto,VINHO DE MESA,2021,146075996
2398,Branco,VINHO DE MESA,2021,26432799
2399,Rosado,VINHO DE MESA,2021,1391200
2400,Tinto,VINHO FINO DE MESA (VINÍFERA),2021,20433249
2401,Branco,VINHO FINO DE MESA (VINÍFERA),2021,20867999
2402,Rosado,VINHO FINO DE MESA (VINÍFERA),2021,2173750
2403,Suco de uva integral,SUCO,2021,68038479
2404,Suco de uva concentrado,SUCO,2021,32131218
2405,Suco de uva adoçado,SUCO,2021,40450
2406,Suco de uva orgânico,SUCO,2021,722117
2407,Suco de uva reconstituído,SUCO,2021,0
2408,Espumante,DERIVADOS,2021,70091
2409,Espumante moscatel,DERIVADOS,2021,11950
2410,Base espumante,DERIVADOS,2021,5475049
2411,Base espumante moscatel,DERIVADOS,2021,5549471
2412,Base Champenoise champanha,DERIVADOS,2021,0
2413,Base Charmat champanha,DERIVADOS,2021,0
2414,Bebida de uva,DERIVADOS,2021,2000
2415,Polpa de uva,DERIVADOS,2021,1180578
2416,Mosto simples,DERIVADOS,2021,153579926
2417,Mosto concentrado,DERIVADOS,2021,0
2418,Mosto de uva com bagaço,DERIVADOS,2021,618764
2419,Mosto dessulfitado,DERIVADOS,2021,1532000
2420,Mistelas,DERIVADOS,2021,2500
2421,Néctar de uva,DERIVADOS,2021,18187
2422,Licorosos,DERIVADOS,2021,0
2423,Compostos,DERIVADOS,2021,0
2424,Jeropiga,DERIVADOS,2021,3540
2425,Filtrado,DERIVADOS,2021,0
2426,Frisante,DERIVADOS,2021,1390
2427,Vinho leve,DERIVADOS,2021,0
2428,Vinho licoroso,DERIVADOS,2021,30000
2429,Brandy,DERIVADOS,2021,120
2430,Destilado,DERIVADOS,2021,0
2431,Bagaceira,DERIVADOS,2021,12060
2432,Licor de bagaceira,DERIVADOS,2021,0
2433,Vinagre,DERIVADOS,2021,7500
2434,Borra líquida,DERIVADOS,2021,116450
2435,Borra seca,DERIVADOS,2021,16789
2436,Vinho Composto,DERIVADOS,2021,160000
2437,Pisco,DERIVADOS,2021,0
2438,Vinho orgânico,DERIVADOS,2021,93884
2439,Espumante orgânico,DERIVADOS,2021,2412
2440,Destilado alcoólico simples de bagaceira ,DERIVADOS,2021,3000
2441,Vinho acidificado ,DERIVADOS,2021,0
2442,Mosto parcialmente fermentado ,DERIVADOS,2021,543510
2443,Outros derivados,DERIVADOS,2021,322
2444,Tinto,VINHO DE MESA,2022,162844214
2445,Branco,VINHO DE MESA,2022,30198430
2446,Rosado,VINHO DE MESA,2022,1988968
2447,Tinto,VINHO FINO DE MESA (VINÍFERA),2022,24417918
2448,Branco,VINHO FINO DE MESA (VINÍFERA),2022,20896613
2449,Rosado,VINHO FINO DE MESA (VINÍFERA),2022,2197265
2450,Suco de uva integral,SUCO,2022,35248305
2451,Suco de uva concentrado,SUCO,2022,29892550
2452,Suco de uva adoçado,SUCO,2022,79130
2453,Suco de uva orgânico,SUCO,2022,589094
2454,Suco de uva reconstituído,SUCO,2022,0
2455,Espumante,DERIVADOS,2022,70759
2456,Espumante moscatel,DERIVADOS,2022,27200
2457,Base espumante,DERIVADOS,2022,0
2458,Base espumante moscatel,DERIVADOS,2022,6308043
2459,Base Champenoise champanha,DERIVADOS,2022,1146717
2460,Base Charmat champanha,DERIVADOS,2022,4078766
2461,Bebida de uva,DERIVADOS,2022,0
2462,Polpa de uva,DERIVADOS,2022,387886
2463,Mosto simples,DERIVADOS,2022,126048241
2464,Mosto concentrado,DERIVADOS,2022,0
2465,Mosto de uva com bagaço,DERIVADOS,2022,0
2466,Mosto dessulfitado,DERIVADOS,2022,0
2467,Mistelas,DERIVADOS,2022,0
2468,Néctar de uva,DERIVADOS,2022,0
2469,Licorosos,DERIVADOS,2022,0
2470,Compostos,DERIVADOS,2022,0
2471,Jeropiga,DERIVADOS,2022,5000
2472,Filtrado,DERIVADOS,2022,0
2473,Frisante,DERIVADOS,2022,0
2474,Vinho leve,DERIVADOS,2022,0
2475,Vinho licoroso,DERIVADOS,2022,67000
2476,Brandy,DERIVADOS,2022,0
2477,Destilado,DERIVADOS,2022,0
2478,Bagaceira,DERIVADOS,2022,4998
2479,Licor de bagaceira,DERIVADOS,2022,0
2480,Vinagre,DERIVADOS,2022,16200
2481,Borra líquida,DERIVADOS,2022,0
2482,Borra seca,DERIVADOS,2022,0
2483,Vinho Composto,DERIVADOS,2022,0
2484,Pisco,DERIVADOS,2022,0
2485,Vinho orgânico,DERIVADOS,2022,88890
2486,Espumante orgânico,DERIVADOS,2022,0
2487,Destilado alcoólico simples de bagaceira ,DERIVADOS,2022,4300
2488,Vinho acidificado ,DERIVADOS,2022,0
2489,Mosto parcialmente fermentado ,DERIVADOS,2022,0
2490,Outros derivados,DERIVADOS,2022,247228
